arama_metni,kaynak,sebep
195304.5,olcu_karmasik,"birden fazla ölçü/kod, hiç işlenmedi"
1964808,olcu_karmasik,"birden fazla ölçü/kod, hiç işlenmedi"
1965025,olcu_karmasik,"birden fazla ölçü/kod, hiç işlenmedi"
1966044,olcu_karmasik,"birden fazla ölçü/kod, hiç işlenmedi"
1966033,olcu_karmasik,"birden fazla ölçü/kod, hiç işlenmedi"
1972050,olcu_karmasik,"birden fazla ölçü/kod, hiç işlenmedi"
2036010,olcu_karmasik,"birden fazla ölçü/kod, hiç işlenmedi"
2179037-K,olcu_karmasik,"birden fazla ölçü/kod, hiç işlenmedi"
?,stoksuz,stok kodu yok
,stoksuz,stok kodu yok
,stoksuz,stok kodu yok
,stoksuz,stok kodu yok
,stoksuz,stok kodu yok
,stoksuz,stok kodu yok
