stok_kodu,kategori_adi,urun_tipi,parent_stok_kodu,varyant_adi,olcu_mm,boy_ligne,aciklama,aktif_mi
100012,ALTTAN DİKME DÜĞME,ANA_URUN,,,12.0,19.0,,True
1000_108208,RİVET,ANA_URUN,,,8.0,13.0,,True
1000_108212,RİVET,ANA_URUN,,,12.0,19.0,,True
1000_108217,RİVET,ANA_URUN,,,17.0,27.0,,True
1001013,ALTTAN DİKME DÜĞME,ANA_URUN,,,13.0,21.0,,True
1001020,ALTTAN DİKME DÜĞME,ANA_URUN,,,20.0,32.0,,True
100112,RİVET,ANA_URUN,,,12.0,19.0,,True
1002909,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,9.0,14.0,,True
1005910,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
1006911,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,11.0,18.0,,True
1007_010,TOKA,ANA_URUN,,,10.0,16.0,,True
1008010,TOKA,ANA_URUN,,,10.0,16.0,,True
1010008,ALTTAN DİKME DÜĞME,ANA_URUN,,,8.0,13.0,,True
1011007,ALTTAN DİKME DÜĞME,ANA_URUN,,,7.0,11.0,,True
101105,RİVET,ANA_URUN,,,5.0,8.0,,True
101109,RİVET,ANA_URUN,,,9.0,14.0,,True
1012618,ÇAKMA DÜĞME,ANA_URUN,,,18.0,29.0,,True
1013917,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,17.0,27.0,,True
1014809,SALLANTI,ANA_URUN,,,9.0,14.0,,True
10158012.5,BAĞ UCU,ANA_URUN,,,13.0,21.0,,True
1015808,BAĞ UCU,ANA_URUN,,,8.0,13.0,,True
1016809,SALLANTI,ANA_URUN,,,9.0,14.0,,True
1017809,SALLANTI,ANA_URUN,,,9.0,14.0,,True
1018808,SALLANTI,ANA_URUN,,,8.0,13.0,,True
1019207,RİVET,ANA_URUN,,,7.0,11.0,,True
102008,ALTTAN DİKME DÜĞME,ANA_URUN,,,8.0,13.0,,True
102010,ALTTAN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
102012,ALTTAN DİKME DÜĞME,ANA_URUN,,,12.0,19.0,,True
102014,ALTTAN DİKME DÜĞME,ANA_URUN,,,14.0,22.0,,True
102016,ALTTAN DİKME DÜĞME,ANA_URUN,,,16.0,26.0,,True
102018,ALTTAN DİKME DÜĞME,ANA_URUN,,,18.0,29.0,,True
102020:022,ALTTAN DİKME DÜĞME,ANA_URUN,,,20.0,32.0,,True
102025,ALTTAN DİKME DÜĞME,ANA_URUN,,,25.0,40.0,,True
1020920,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,20.0,32.0,,True
1021112,RİVET,ANA_URUN,,,12.0,19.0,,True
1022011,TOKA,ANA_URUN,,,11.0,18.0,,True
1023009,TOKA,ANA_URUN,,,9.0,14.0,,True
1024035,TOKA,ANA_URUN,,,35.0,56.0,,True
1025019,TOKA,ANA_URUN,,,19.0,30.0,,True
1026033,TOKA,ANA_URUN,,,33.0,53.0,,True
1027007,ALTTAN DİKME DÜĞME,ANA_URUN,,,7.0,11.0,,True
1028028,TOKA,ANA_URUN,,,28.0,45.0,,True
1029033,TOKA,ANA_URUN,,,33.0,53.0,,True
1030013,ALTTAN DİKME DÜĞME,ANA_URUN,,,13.0,21.0,,True
1031017,TOKA,ANA_URUN,,,17.0,27.0,,True
103104,RİVET,ANA_URUN,,,4.0,6.0,,True
103106,RİVET,ANA_URUN,,,6.0,10.0,,True
103108,RİVET,ANA_URUN,,,8.0,13.0,,True
103110,RİVET,ANA_URUN,,,10.0,16.0,,True
103112,RİVET,ANA_URUN,,,12.0,19.0,,True
103114,RİVET,ANA_URUN,,,14.0,22.0,,True
1032011,ALTTAN DİKME DÜĞME,ANA_URUN,,,11.0,18.0,,True
103208,RİVET,ANA_URUN,,,8.0,13.0,,True
103210,RİVET,ANA_URUN,,,10.0,16.0,,True
103212,RİVET,ANA_URUN,,,12.0,19.0,,True
103214,RİVET,ANA_URUN,,,14.0,22.0,,True
1033207,RİVET,ANA_URUN,,,7.0,11.0,,True
1034010,ALTTAN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
1035030,TOKA,ANA_URUN,,,30.0,48.0,,True
1036017,TOKA,ANA_URUN,,,17.0,27.0,,True
1037010,TOKA,ANA_URUN,,,10.0,16.0,,True
1038053,TOKA,ANA_URUN,,,53.0,85.0,,True
1039024,TOKA,ANA_URUN,,,24.0,38.0,,True
1040025,TOKA,ANA_URUN,,,25.0,40.0,,True
1041030,TOKA,ANA_URUN,,,30.0,48.0,,True
104106:108,RİVET,ANA_URUN,,,6.0,10.0,,True
104110,RİVET,ANA_URUN,,,10.0,16.0,,True
104112,RİVET,ANA_URUN,,,12.0,19.0,,True
104114,RİVET,ANA_URUN,,,14.0,22.0,,True
1042014,TOKA,ANA_URUN,,,14.0,22.0,,True
104208,RİVET,ANA_URUN,,,8.0,13.0,,True
104210,RİVET,ANA_URUN,,,10.0,16.0,,True
104212,RİVET,ANA_URUN,,,12.0,19.0,,True
104214,RİVET,ANA_URUN,,,14.0,22.0,,True
1043010,ALTTAN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
1044009,ALTTAN DİKME DÜĞME,ANA_URUN,,,9.0,14.0,,True
1045025,TOKA,ANA_URUN,,,25.0,40.0,,True
1046046,ALTTAN DİKME DÜĞME,ANA_URUN,,,46.0,74.0,,True
104712,ÇIT ÇIT,ANA_URUN,,,12.0,19.0,,True
1047919,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,19.0,30.0,,True
1048824,SALLANTI,ANA_URUN,,,24.0,38.0,,True
1049906,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,6.0,10.0,,True
1050907.5,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,8.0,13.0,,True
1051911,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,11.0,18.0,,True
1052030,TOKA,ANA_URUN,,,30.0,48.0,,True
105211,RİVET,ANA_URUN,,,11.0,18.0,,True
1053804,SALLANTI,ANA_URUN,,,4.0,6.0,,True
1054908.5,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,9.0,14.0,,True
1055007,TOKA,ANA_URUN,,,7.0,11.0,,True
105618,ÇAKMA DÜĞME,ANA_URUN,,,18.0,29.0,,True
105620,ÇAKMA DÜĞME,ANA_URUN,,,20.0,32.0,,True
1056911,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,11.0,18.0,,True
1057810,SALLANTI,ANA_URUN,,,10.0,16.0,,True
1058922,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,22.0,35.0,,True
1059014,TOKA,ANA_URUN,,,14.0,22.0,,True
1060020,TOKA,ANA_URUN,,,20.0,32.0,,True
1061020,TOKA,ANA_URUN,,,20.0,32.0,,True
106114,RİVET,ANA_URUN,,,14.0,22.0,,True
1062030,TOKA,ANA_URUN,,,30.0,48.0,,True
106214,RİVET,ANA_URUN,,,14.0,22.0,,True
1063063,TOKA,ANA_URUN,,,63.0,101.0,,True
1064-P,PUL,ANA_URUN,,,64.0,,,True
1065920,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,20.0,32.0,,True
1066066,TOKA,ANA_URUN,,,66.0,106.0,,True
1067209.5,RİVET,ANA_URUN,,,10.0,16.0,,True
1068119,RİVET,ANA_URUN,,,19.0,30.0,,True
1069024,TOKA,ANA_URUN,,,24.0,28.0,,True
1069036,TOKA,ANA_URUN,,,36.0,58.0,,True
1070109,RİVET,ANA_URUN,,,9.0,14.0,,True
1070812,SALLANTI,ANA_URUN,,,12.0,19.0,,True
1071809,SALLANTI,ANA_URUN,,,9.0,14.0,,True
1072010,ALTTAN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
1073910,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
1074205,RİVET,ANA_URUN,,,5.0,8.0,,True
1075009,ALTTAN DİKME DÜĞME,ANA_URUN,,,9.0,14.0,,True
1076005.3,ALTTAN DİKME DÜĞME,ANA_URUN,,,6.0,10.0,,True
107618,ÇAKMA DÜĞME,ANA_URUN,,,18.0,29.0,,True
107624,ÇAKMA DÜĞME,ANA_URUN,,,24.0,38.0,,True
1077010,ALTTAN DİKME DÜĞME,ANA_URUN,,,10.0,,,True
1078110,TOKA,ANA_URUN,,,10.0,16.0,,True
1079,,ANA_URUN,,,,,,True
108006,SALLANTI,ANA_URUN,,,6.0,,,True
108015,ALTTAN DİKME DÜĞME,ANA_URUN,,,15.0,24.0,,True
108023,ALTTAN DİKME DÜĞME,ANA_URUN,,,23.0,37.0,,True
108034,SALLANTI,ANA_URUN,,,34.0,54.0,,True
1081065,SALLANTI,ANA_URUN,,,65.0,,,True
108109,RİVET,ANA_URUN,,,9.0,14.0,,True
108112,RİVET,ANA_URUN,,,12.0,19.0,,True
1082030,TOKA,ANA_URUN,,,30.0,48.0,,True
1083040,TOKA,ANA_URUN,,,40.0,,,True
1083050,TOKA,ANA_URUN,,,50.0,80.0,,True
1084_020,TOKA,ANA_URUN,,,20.0,32.0,,True
1085012,TOKA,ANA_URUN,,,12.0,19.0,,True
1086008,TOKA,ANA_URUN,,,8.0,13.0,,True
108617,ÇAKMA DÜĞME,ANA_URUN,,,17.0,27.0,,True
108620,ÇAKMA DÜĞME,ANA_URUN,,,20.0,32.0,,True
1087007,TOKA,ANA_URUN,,,7.0,11.0,,True
1088017,TOKA,ANA_URUN,,,17.0,27.0,,True
1089017,TOKA,ANA_URUN,,,17.0,,,True
1090010,AGRAF,ANA_URUN,,,10.0,,,True
109104,TOKA,ANA_URUN,,,40.0,,,True
109110,RİVET,ANA_URUN,,,10.0,16.0,,True
109209,RİVET,ANA_URUN,,,9.0,14.0,,True
10920911,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,11.0,18.0,,True
109210,RİVET,ANA_URUN,,,10.0,16.0,,True
109214,RİVET,ANA_URUN,,,14.0,22.0,,True
1093050,TOKA,ANA_URUN,,,50.0,80.0,,True
1094040,TOKA,ANA_URUN,,,40.0,64.0,,True
109418,SABİT DÜĞME,ANA_URUN,,,18.0,29.0,,True
109420,SABİT DÜĞME,ANA_URUN,,,20.0,32.0,,True
1095212,RİVET,ANA_URUN,,,12.0,19.0,,True
1095214,RİVET,ANA_URUN,,,14.0,22.0,,True
109614,ÇAKMA DÜĞME,ANA_URUN,,,14.0,22.0,,True
109616,ÇAKMA DÜĞME,ANA_URUN,,,16.0,26.0,,True
109618,ÇAKMA DÜĞME,ANA_URUN,,,18.0,29.0,,True
109620T,ÇAKMA DÜĞME,ANA_URUN,,,20.0,32.0,,True
1096210,RİVET,ANA_URUN,,,10.0,16.0,,True
10970209,RİVET,ANA_URUN,,,9.0,14.0,,True
109714,ÇIT ÇIT,ANA_URUN,,,14.0,22.0,,True
1098020,ALTTAN DİKME DÜĞME,ANA_URUN,,,20.0,32.0,,True
1099050,ALTTAN DİKME DÜĞME,ANA_URUN,,,50.0,80.0,,True
1100017,ALTTAN DİKME DÜĞME,ANA_URUN,,,17.0,27.0,,True
1101017,ALTTAN DİKME DÜĞME,ANA_URUN,,,17.0,27.0,,True
110108,RİVET,ANA_URUN,,,8.0,13.0,,True
110112,RİVET,ANA_URUN,,,12.0,19.0,,True
1102011,ALTTAN DİKME DÜĞME,ANA_URUN,,,11.0,18.0,,True
1104207,RİVET,ANA_URUN,,,7.0,11.0,,True
1105020,TOKA,ANA_URUN,,,20.0,32.0,,True
110618,ÇAKMA DÜĞME,ANA_URUN,,,18.0,29.0,,True
110620,ÇAKMA DÜĞME,ANA_URUN,,,20.0,32.0,,True
1106910,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
1107909,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,9.0,14.0,,True
1107910,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
1108_030,TOKA,ANA_URUN,,,30.0,48.0,,True
1110909.5,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
1111207.5,RİVET,ANA_URUN,,,8.0,13.0,,True
1112,SALLANTI,ANA_URUN,,,,,,True
1113011,TOKA,ANA_URUN,,,11.0,18.0,,True
1114908,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,8.0,13.0,,True
1115915,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,15.0,24.0,,True
1115917,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,17.0,27.0,,True
1115920,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,20.0,32.0,,True
1116913,ALTTAN DİKME DÜĞME,ANA_URUN,,,13.0,21.0,,True
1116915,ALTTAN DİKME DÜĞME,ANA_URUN,,,15.0,24.0,,True
1116917,ALTTAN DİKME DÜĞME,ANA_URUN,,,17.0,27.0,,True
1117011,TOKA,ANA_URUN,,,11.0,18.0,,True
1118023,TOKA,ANA_URUN,,,23.0,37.0,,True
111911,TOKA,ANA_URUN,,,11.0,18.0,,True
111913,TOKA,ANA_URUN,,,13.0,21.0,,True
111915,TOKA,ANA_URUN,,,15.0,24.0,,True
111917,TOKA,ANA_URUN,,,17.0,27.0,,True
111919,TOKA,ANA_URUN,,,19.0,30.0,,True
111921,TOKA,ANA_URUN,,,21.0,34.0,,True
111923,TOKA,ANA_URUN,,,23.0,37.0,,True
111925,TOKA,ANA_URUN,,,25.0,40.0,,True
111930,TOKA,ANA_URUN,,,30.0,48.0,,True
111935,TOKA,ANA_URUN,,,35.0,56.0,,True
1120208,RİVET,ANA_URUN,,,8.0,13.0,,True
1121025,TOKA,ANA_URUN,,,25.0,40.0,,True
112202,TOKA,ANA_URUN,,,20.0,,,True
1123035,TOKA,ANA_URUN,,,35.0,56.0,,True
1124020,TOKA,ANA_URUN,,,20.0,32.0,,True
1125822,SALLANTI,ANA_URUN,,,22.0,35.0,,True
1126812,SALLANTI,ANA_URUN,,,12.0,19.0,,True
1127620,ÇAKMA DÜĞME,ANA_URUN,,,20.0,32.0,,True
1128025,TOKA,ANA_URUN,,,25.0,40.0,,True
1129017,TOKA,ANA_URUN,,,17.0,,,True
1130030,TOKA,ANA_URUN,,,30.0,48.0,,True
1131023,TOKA,ANA_URUN,,,23.0,37.0,,True
1132030,TOKA,ANA_URUN,,,30.0,48.0,,True
1133015,ALTTAN DİKME DÜĞME,ANA_URUN,,,15.0,24.0,,True
1134207,RİVET,ANA_URUN,,,7.0,11.0,,True
1135 209,ÇAKMA DÜĞME,ANA_URUN,,,18.0,29.0,,True
1135618,RİVET,ANA_URUN,,,9.0,14.0,,True
113604,DİĞER AKSESUAR,ANA_URUN,,,40.0,,,True
113618,ÇAKMA DÜĞME,ANA_URUN,,,18.0,29.0,,True
113624,ÇAKMA DÜĞME,ANA_URUN,,,24.0,38.0,,True
113704,DİĞER AKSESUAR,ANA_URUN,,,40.0,,,True
1138013,ALTTAN DİKME DÜĞME,ANA_URUN,,,13.0,21.0,,True
113911,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,11.0,18.0,,True
1139915,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,15.0,24.0,,True
114043,TOKA,ANA_URUN,,,43.0,69.0,,True
1141820,SALLANTI,ANA_URUN,,,20.0,32.0,,True
1142717,ÇIT ÇIT,ANA_URUN,,,17.0,27.0,,True
1142720,ÇIT ÇIT,ANA_URUN,,,20.0,32.0,,True
1142725,ÇIT ÇIT,ANA_URUN,,,25.0,40.0,,True
1143023,TOKA,ANA_URUN,,,23.0,37.0,,True
1144015,TOKA,ANA_URUN,,,15.0,,,True
1145012,ALTTAN DİKME DÜĞME,ANA_URUN,,,12.0,19.0,,True
1145015,ALTTAN DİKME DÜĞME,ANA_URUN,,,15.0,,,True
1145020,ALTTAN DİKME DÜĞME,ANA_URUN,,,20.0,,,True
1146015,TOKA,ANA_URUN,,,15.0,24.0,,True
114620,ÇAKMA DÜĞME,ANA_URUN,,,20.0,32.0,,True
114624,ÇAKMA DÜĞME,ANA_URUN,,,24.0,38.0,,True
11471016,TOKA,ANA_URUN,,,16.0,26.0,,True
114820,TOKA,ANA_URUN,,,20.0,32.0,,True
1149010,ALTTAN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
1149010620012,ALTTAN DİKME DÜĞME,ANA_URUN,,,12.0,19.0,,True
1149010620017,ALTTAN DİKME DÜĞME,ANA_URUN,,,17.0,27.0,,True
1149010620020,ALTTAN DİKME DÜĞME,ANA_URUN,,,20.0,32.0,,True
1149010620212-t,ALTTAN DİKME DÜĞME,ANA_URUN,,,12.0,19.0,,True
1150050,TOKA,ANA_URUN,,,50.0,80.0,,True
115023,ALTTAN DİKME DÜĞME,ANA_URUN,,,23.0,37.0,,True
115024,ALTTAN DİKME DÜĞME,ANA_URUN,,,24.0,38.0,,True
1151048,TOKA,ANA_URUN,,,48.0,77.0,,True
1152025,TOKA,ANA_URUN,,,25.0,40.0,,True
115217,RİVET,ANA_URUN,,,17.0,27.0,,True
1153028,TOKA,ANA_URUN,,,28.0,45.0,,True
1153029,TOKA,ANA_URUN,,,29.0,46.0,,True
115405,TOKA,ANA_URUN,,,50.0,,,True
1155,TOKA,ANA_URUN,,,,,,True
115603,TOKA,ANA_URUN,,,30.0,,,True
115617,ÇAKMA DÜĞME,ANA_URUN,,,17.0,27.0,,True
115704,TOKA,ANA_URUN,,,40.0,,,True
115717,ÇIT ÇIT,ANA_URUN,,,17.0,27.0,,True
115805,PLAKA,ANA_URUN,,,50.0,,,True
1159025,TOKA,ANA_URUN,,,25.0,40.0,,True
1160020,TOKA,ANA_URUN,,,20.0,32.0,yok,True
1161010,TOKA,ANA_URUN,,,10.0,16.0,yok,True
1162,TOKA,ANA_URUN,,,,,yok,True
116212,RİVET,ANA_URUN,,,12.0,19.0,,True
1163025,TOKA,ANA_URUN,,,25.0,,yok,True
1164033,TOKA,ANA_URUN,,,33.0,,,True
1166 ZİNCİR,TOKA,ANA_URUN,,,,,,True
1167009,ALTTAN DİKME DÜĞME,ANA_URUN,,,9.0,14.0,yok,True
1169025,TOKA,ANA_URUN,,,25.0,40.0,,True
117023,ALTTAN DİKME DÜĞME,ANA_URUN,,,23.0,37.0,,True
117025,ALTTAN DİKME DÜĞME,ANA_URUN,,,25.0,40.0,,True
117028,ALTTAN DİKME DÜĞME,ANA_URUN,,,28.0,45.0,,True
1170912,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,12.0,19.0,,True
1171,TOKA,ANA_URUN,,,,,,True
117115,RİVET,ANA_URUN,,,15.0,24.0,,True
1172029,TOKA,ANA_URUN,,,29.0,46.0,,True
1172034,TOKA,ANA_URUN,,,34.0,54.0,,True
1172052,TOKA,ANA_URUN,,,52.0,83.0,,True
117213,RİVET,ANA_URUN,,,13.0,21.0,,True
1173011,ALTTAN DİKME DÜĞME,ANA_URUN,,,11.0,18.0,,True
1174009,ALTTAN DİKME DÜĞME,ANA_URUN,,,9.0,14.0,,True
1175012,TOKA,ANA_URUN,,,12.0,19.0,,True
1176013,TOKA,ANA_URUN,,,13.0,21.0,,True
117620,ÇAKMA DÜĞME,ANA_URUN,,,20.0,32.0,,True
117624,ÇAKMA DÜĞME,ANA_URUN,,,24.0,38.0,,True
1177021,TOKA,ANA_URUN,,,21.0,34.0,,True
1178020,TOKA,ANA_URUN,,,20.0,32.0,,True
1179027,TOKA,ANA_URUN,,,27.0,43.0,,True
1180070,TOKA,ANA_URUN,,,70.0,112.0,,True
118012,ALTTAN DİKME DÜĞME,ANA_URUN,,,12.0,19.0,,True
118114,RİVET,ANA_URUN,,,14.0,22.0,,True
1181_050016,TOKA,ANA_URUN,,,16.0,,,True
1182014,SALLANTI,ANA_URUN,,,14.0,22.0,,True
1183011,ALTTAN DİKME DÜĞME,ANA_URUN,,,11.0,18.0,,True
1184016,ALTTAN DİKME DÜĞME,ANA_URUN,,,16.0,26.0,,True
1185010,TOKA,ANA_URUN,,,10.0,16.0,,True
1185014,TOKA,ANA_URUN,,,14.0,22.0,,True
1186018,ALTTAN DİKME DÜĞME,ANA_URUN,,,18.0,29.0,,True
118617,ÇAKMA DÜĞME,ANA_URUN,,,17.0,27.0,,True
118620,ÇAKMA DÜĞME,ANA_URUN,,,20.0,32.0,,True
118624,ÇAKMA DÜĞME,ANA_URUN,,,24.0,38.0,,True
1187035,ALTTAN DİKME DÜĞME,ANA_URUN,,,35.0,56.0,,True
118714,ÇIT ÇIT,ANA_URUN,,,14.0,22.0,,True
1188910,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
1189139,RİVET,ANA_URUN,,,39.0,62.0,,True
1190056,TOKA,ANA_URUN,,,56.0,90.0,yok,True
1191735,TOKA,ANA_URUN,,,35.0,56.0,,True
1192011,TOKA,ANA_URUN,,,11.0,18.0,,True
119209,RİVET,ANA_URUN,,,9.0,14.0,,True
119212,RİVET,ANA_URUN,,,12.0,19.0,,True
119218,RİVET,ANA_URUN,,,18.0,29.0,,True
1193 A,SALLANTI,ANA_URUN,,,,,,True
1195023,ALTTAN DİKME DÜĞME,ANA_URUN,,,23.0,37.0,,True
1196011,ALTTAN DİKME DÜĞME,ANA_URUN,,,11.0,18.0,,True
1197808,SALLANTI,ANA_URUN,,,8.0,13.0,,True
1198807,SALLANTI,ANA_URUN,,,7.0,11.0,,True
1199805,SALLANTI,ANA_URUN,,,5.0,8.0,,True
1200010,ALTTAN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
1201023,ALTTAN DİKME DÜĞME,ANA_URUN,,,23.0,37.0,,True
120214-T,RİVET,ANA_URUN,,,14.0,22.0,,True
1202715,ÇIT ÇIT,ANA_URUN,,,15.0,24.0,,True
1202718,ÇIT ÇIT,ANA_URUN,,,18.0,29.0,,True
1203020,,ANA_URUN,,,20.0,32.0,yok,True
1204012,BAĞ UCU,ANA_URUN,,,12.0,19.0,,True
1204014,BAĞ UCU,ANA_URUN,,,14.0,22.0,,True
1205036,TOKA,ANA_URUN,,,36.0,,,True
1206040,TOKA,ANA_URUN,,,40.0,,,True
1207003,TOKA,ANA_URUN,,,3.0,5.0,,True
1207004,TOKA,ANA_URUN,,,4.0,6.0,,True
1207005,TOKA,ANA_URUN,,,5.0,8.0,,True
1207006,TOKA,ANA_URUN,,,6.0,10.0,,True
1208720,ÇIT ÇIT,ANA_URUN,,,20.0,32.0,,True
1209009,ALTTAN DİKME DÜĞME,ANA_URUN,,,9.0,14.0,,True
1210041,TOKA,ANA_URUN,,,41.0,66.0,,True
1211040,TOKA,ANA_URUN,,,40.0,64.0,,True
121112,RİVET,ANA_URUN,,,12.0,19.0,,True
1212020,TOKA,ANA_URUN,,,20.0,32.0,,True
1213032,TOKA,ANA_URUN,,,32.0,,,True
1214910,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
1216008,TOKA,ANA_URUN,,,8.0,13.0,,True
121618,ÇAKMA DÜĞME,ANA_URUN,,,18.0,29.0,,True
121620,ÇAKMA DÜĞME,ANA_URUN,,,20.0,32.0,,True
1217020,TOKA,ANA_URUN,,,20.0,32.0,,True
1218020,,ANA_URUN,,,20.0,32.0,yok,True
1219007,ALTTAN DİKME DÜĞME,ANA_URUN,,,7.0,11.0,,True
1220009,,ANA_URUN,,,9.0,14.0,yok,True
122109,RİVET,ANA_URUN,,,9.0,14.0,,True
122114,RİVET,ANA_URUN,,,14.0,22.0,,True
1221809,TOKA,ANA_URUN,,,9.0,14.0,,True
1222020,TOKA,ANA_URUN,,,20.0,32.0,,True
1223018,TOKA,ANA_URUN,,,18.0,29.0,,True
1224018,TOKA,ANA_URUN,,,18.0,29.0,,True
1225006,ALTTAN DİKME DÜĞME,ANA_URUN,,,6.0,10.0,yok,True
1226030,TOKA,ANA_URUN,,,30.0,48.0,yok,True
1227028,TOKA,ANA_URUN,,,28.0,45.0,,True
1230052,TOKA,ANA_URUN,,,52.0,,yok,True
12311024,TOKA,ANA_URUN,,,24.0,38.0,,True
1232015,ALTTAN DİKME DÜĞME,ANA_URUN,,,15.0,24.0,,True
1232020,ALTTAN DİKME DÜĞME,ANA_URUN,,,20.0,32.0,,True
123212,RİVET,ANA_URUN,,,12.0,19.0,,True
123217,RİVET,ANA_URUN,,,17.0,27.0,,True
1233030,TOKA,ANA_URUN,,,30.0,48.0,,True
1233040,TOKA,ANA_URUN,,,40.0,64.0,,True
1233045,TOKA,ANA_URUN,,,45.0,72.0,,True
1234044,,ANA_URUN,,,44.0,70.0,yok,True
1235024,ALTTAN DİKME DÜĞME,ANA_URUN,,,24.0,38.0,,True
1236018,TOKA,ANA_URUN,,,18.0,29.0,,True
123617,ÇAKMA DÜĞME,ANA_URUN,,,17.0,27.0,,True
123620,ÇAKMA DÜĞME,ANA_URUN,,,20.0,32.0,,True
123624,ÇAKMA DÜĞME,ANA_URUN,,,24.0,38.0,,True
1237024,TOKA,ANA_URUN,,,24.0,38.0,,True
123717,ÇIT ÇIT,ANA_URUN,,,17.0,27.0,,True
1238109,RİVET,ANA_URUN,,,9.0,14.0,,True
1239205,RİVET,ANA_URUN,,,5.0,8.0,,True
1240008,TOKA,ANA_URUN,,,8.0,13.0,,True
124212,RİVET,ANA_URUN,,,12.0,19.0,,True
1242816,SALLANTI,ANA_URUN,,,16.0,26.0,,True
1243806,SALLANTI,ANA_URUN,,,6.0,10.0,,True
1244006,SALLANTI,ANA_URUN,,,6.0,,,True
1245015,TOKA,ANA_URUN,,,15.0,,,True
1246008,TOKA,ANA_URUN,,,8.0,13.0,,True
1247023,TOKA,ANA_URUN,,,23.0,37.0,yok,True
1248010,TOKA,ANA_URUN,,,10.0,16.0,,True
1249106,RİVET,ANA_URUN,,,6.0,10.0,,True
1251009,ALTTAN DİKME DÜĞME,ANA_URUN,,,9.0,14.0,,True
1251010,ALTTAN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
1251015,ALTTAN DİKME DÜĞME,ANA_URUN,,,15.0,24.0,,True
1251023,ALTTAN DİKME DÜĞME,ANA_URUN,,,23.0,37.0,,True
125114,RİVET,ANA_URUN,,,14.0,22.0,,True
125120,RİVET,ANA_URUN,,,20.0,32.0,,True
1252015,TOKA,ANA_URUN,,,15.0,24.0,,True
1253015,TOKA,ANA_URUN,,,15.0,24.0,yok,True
1254021-Y,TOKA,ANA_URUN,,,21.0,34.0,,True
1255010,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
1255011,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,11.0,18.0,,True
1256014,ÇANTA TOKASI,ANA_URUN,,,14.0,22.0,yok,True
1257020,TOKA,ANA_URUN,,,20.0,32.0,,True
1257025,TOKA,ANA_URUN,,,25.0,40.0,,True
1258025,TOKA,ANA_URUN,,,25.0,40.0,yok,True
1259035,TOKA,ANA_URUN,,,35.0,56.0,yok,True
1261108,RİVET,ANA_URUN,,,8.0,13.0,,True
1262007,ALTTAN DİKME DÜĞME,ANA_URUN,,,7.0,11.0,,True
126211,RİVET,ANA_URUN,,,11.0,18.0,,True
1263020,TOKA,ANA_URUN,,,20.0,32.0,,True
126403.5,TOKA,ANA_URUN,,,35.0,,,True
1265013,YAKALIK,ANA_URUN,,,13.0,21.0,,True
1266006,TOKA,ANA_URUN,,,60.0,,,True
126618,ÇAKMA DÜĞME,ANA_URUN,,,18.0,29.0,,True
126620,ÇAKMA DÜĞME,ANA_URUN,,,20.0,32.0,,True
1267,,ANA_URUN,,,,,,True
1268020,TOKA,ANA_URUN,,,20.0,32.0,,True
1268030,TOKA,ANA_URUN,,,30.0,48.0,,True
1268050,TOKA,ANA_URUN,,,50.0,80.0,,True
1269019,TOKA,ANA_URUN,,,19.0,,,True
1270020,TOKA,ANA_URUN,,,20.0,32.0,yok,True
1271023,ÇIT ÇIT,ANA_URUN,,,23.0,37.0,,True
