stok_kodu,dosya_adi,ana_gorsel_mi,sira_no
1562010,1562010_1.jpg,True,1
1563022,1563022_1.jpg,True,1
1564724,1564724_1.jpg,True,1
1565040,1565040_1.jpg,True,1
1566,1566_1.jpg,True,1
1567049,1567049_1.jpg,True,1
1569010,1569010_1.jpg,True,1
1570020,1570020_1.jpg,True,1
1571016.55,1571016.55_1.jpg,True,1
1572023,1572023_1.jpg,True,1
1573031,1573031_1.jpg,True,1
1574920,1574920_1.jpg,True,1
1575920,1575920_1.jpg,True,1
1576060,1576060_1.jpg,True,1
1577040,1577040_1.jpg,True,1
1578207,1578207_1.jpg,True,1
1579914,1579914_1.jpg,True,1
1580627,1580627_1.jpg,True,1
1580728,1580728_1.jpg,True,1
1581017,1581017_1.jpg,True,1
1582050,1582050_1.jpg,True,1
1583207,1583207_1.jpg,True,1
1584006,1584006_1.jpg,True,1
1586018,1586018_1.jpg,True,1
1587012,1587012_1.jpg,True,1
1588007,1588007_1.jpg,True,1
1589910,1589910_1.jpg,True,1
1590015,1590015_1.jpg,True,1
1590020,1590020_1.jpeg,True,1
1591020,1591020_1.jpg,True,1
1592030,1592030_1.jpg,True,1
1592030-P,1592030-P_1.jpg,True,1
1593925,1593925_1.jpg,True,1
15940022.5,15940022.5_1.jpg,True,1
1594020,1594020_1.jpg,True,1
1595012.5,1595012.5_1.jpg,True,1
1595015,1595015_1.jpg,True,1
1595015,1595015_2.jpg,False,2
1595016.5,1595016.5_1.jpg,True,1
1595018,1595018_1.jpg,True,1
1595020,1595020_1.jpg,True,1
1595023,1595023_1.jpg,True,1
1595025,1595025_1.jpg,True,1
1596019,1596019_1.jpg,True,1
1597014,1597014_1.jpg,True,1
1598026,1598026_1.jpg,True,1
1599008,1599008_1.jpg,True,1
1600049,1600049_1.jpeg,True,1
1601035,1601035_1.jpg,True,1
1602030,1602030_1.jpg,True,1
1603040,1603040_1.jpg,True,1
1603050,1603050_1.jpg,True,1
1603060,1603060_1.jpg,True,1
1603912,1603912_1.jpg,True,1
16049013,16049013_1.jpg,True,1
1604923,1604923_1.jpg,True,1
1605020,1605020_1.jpg,True,1
1605025,1605025_1.jpg,True,1
1605030,1605030_1.jpg,True,1
1605035,1605035_1.jpg,True,1
1605040,1605040_1.jpg,True,1
1605045,1605045_1.jpg,True,1
1605050,1605050_1.jpg,True,1
1605055,1605055_1.jpg,True,1
1605060,1605060_1.jpg,True,1
1605065,1605065_1.jpg,True,1
1605070,1605070_1.jpg,True,1
1606915,1606915_1.jpeg,True,1
1606915,1606915_2.jpg,False,2
1606923,1606923_1.jpg,True,1
1606925,1606925_1.jpg,True,1
1606927,1606927_1.jpg,True,1
1606934,1606934_1.jpg,True,1
1607015,1607015_1.jpg,True,1
1607017,1607017_1.jpg,True,1
1607020,1607020_1.jpg,True,1
1607023,1607023_1.jpg,True,1
1607025,1607025_1.jpg,True,1
1608010,1608010_1.jpg,True,1
1608012,1608012_1.jpg,True,1
1608015,1608015_1.jpeg,True,1
1608017,1608017_1.jpg,True,1
1608023,1608023_1.jpg,True,1
1608025,1608025_1.jpg,True,1
1608030,1608030_1.jpg,True,1
1608036,1608036_1.jpg,True,1
1609020,1609020_1.jpg,True,1
1610022,1610022_1.jpg,True,1
1611045,1611045_1.jpg,True,1
16127016,16127016_1.jpg,True,1
16127028,16127028_1.jpg,True,1
1612726,1612726_1.jpg,True,1
1613617,1613617_1.jpg,True,1
16158010,16158010_1.jpg,True,1
16158013,16158013_1.jpg,True,1
1616820,1616820_1.jpg,True,1
16170100,16170100_1.jpg,True,1
1618923,1618923_1.jpg,True,1
1619015,1619015_1.jpg,True,1
1620023,1620023_1.jpg,True,1
1621080,1621080_1.jpg,True,1
1622090,1622090_1.jpg,True,1
1623025.5,1623025.5_1.jpg,True,1
162405.5,162405.5_1.jpg,True,1
1625020,1625020_1.jpg,True,1
1626015,1626015_1.jpg,True,1
1626716.5,1626716.5_1.jpg,True,1
1627053,1627053_1.jpg,True,1
1629050,1629050_1.jpg,True,1
1631024,1631024_1.png,True,1
1632039,1632039_1.jpg,True,1
1633040,1633040_1.jpg,True,1
1634,1634_1.png,True,1
1636049,1636049_1.jpg,True,1
1637070,1637070_1.jpg,True,1
1638025.4,1638025.4_1.jpg,True,1
1639015,1639015_1.jpg,True,1
1640011,1640011_1.jpg,True,1
1641010.5,1641010.5_1.png,True,1
1642015,1642015_1.jpg,True,1
1643014,1643014_1.jpg,True,1
1643015,1643015_1.jpg,True,1
1643020,1643020_1.jpg,True,1
1644811,1644811_1.jpg,True,1
1645011.3,1645011.3_1.jpg,True,1
1646909,1646909_1.png,True,1
